Age,Income,Membership,Tenure,TotalSpend,TotalTransactions,AvgOrderValue,PurchaseFrequency,Customer_Segment,Segment
39,48140,,0.2,55.64,1,55.64,5.0,1,1
66,87511,,2.7,1028.6,10,102.86,3.7,2,2
48,77738,,3.3,640.14,6,106.69,1.8,2,2
49,45004,,0.7,79.24,1,79.24,1.4,2,2
25,54456,,6.1,8598.24,72,119.42,11.8,1,1
58,51376,,2.0,1361.53,17,80.09,8.5,2,2
59,44632,,2.1,247.0,4,61.75,1.9,2,2
28,42825,,3.3,629.82,9,69.98,2.7,1,1
18,90421,,6.2,9717.5,65,149.5,10.5,1,1
64,103470,,4.6,5756.08,44,130.82,9.6,0,0
57,87074,,4.3,386.75,5,77.35,1.2,2,2
36,47982,,6.3,1010.1,14,72.15,2.2,1,1
61,65889,,2.4,58.07,1,58.07,0.4,2,2
55,23759,,1.2,57.87,1,57.87,0.8,2,2
59,66638,,4.1,2288.22,33,69.34,8.0,2,2
73,41335,,3.2,310.65,5,62.13,1.6,2,2
54,49474,,0.1,118.18,1,118.18,10.0,2,2
73,88690,,3.2,6183.83,43,143.81,13.4,2,2
24,125326,,5.6,11348.56,86,131.96,15.4,0,0
56,91446,,1.8,850.0,8,106.25,4.4,0,0
72,50919,,3.2,1176.2,20,58.81,6.2,2,2
42,80062,,0.7,169.96,2,84.98,2.9,1,1
71,53253,,3.3,211.98,3,70.66,0.9,2,2
39,37799,,4.9,365.82,6,60.97,1.2,1,1
44,87012,,1.0,586.8,6,97.8,6.0,0,0
58,52746,,1.2,221.58,3,73.86,2.5,2,2
64,58417,,2.3,1087.18,19,57.22,8.3,2,2
55,84612,,4.4,1861.16,17,109.48,3.9,2,2
65,17332,,1.1,54.11,1,54.11,0.9,2,2
56,62357,,2.8,756.27,9,84.03,3.2,2,2
32,69128,,4.0,1199.52,18,66.64,4.5,1,1
72,113075,,1.8,2586.4,16,161.65,8.9,0,0
19,30353,,2.6,162.18,3,54.06,1.2,1,1
25,61948,,6.2,1032.12,12,86.01,1.9,1,1
61,72265,,5.7,888.4,10,88.84,1.8,2,2
60,59834,,3.2,126.3,2,63.15,0.6,2,2
23,60842,,4.9,3840.0,48,80.0,9.8,1,1
37,72223,,1.9,405.95,5,81.19,2.6,1,1
44,15000,,0.3,43.26,1,43.26,3.3,1,1
62,44754,,5.2,1095.45,15,73.03,2.9,2,2
40,109766,,4.0,9055.9,70,129.37,17.5,0,0
65,33142,,4.5,334.4,5,66.88,1.1,2,2
57,56988,,1.7,249.39,3,83.13,1.8,2,2
34,43380,,3.0,131.66,2,65.83,0.7,1,1
75,65752,,2.8,557.76,8,69.72,2.9,2,2
30,25856,,1.7,355.14,9,39.46,5.3,1,1
21,47790,,0.9,71.13,1,71.13,1.1,1,1
37,57980,,1.4,611.6,8,76.45,5.7,1,1
59,77807,,5.6,7301.74,62,117.77,11.1,2,2
42,56027,,2.1,1488.2,20,74.41,9.5,1,1
39,25623,,5.7,717.6,13,55.2,2.3,1,1
69,46206,,3.2,404.8,8,50.6,2.5,2,2
65,76558,,4.8,3106.44,36,86.29,7.5,2,2
34,39079,,4.9,509.39,7,72.77,1.4,1,1
57,66052,,4.3,1674.96,21,79.76,4.9,2,2
28,71608,,0.4,177.4,2,88.7,5.0,1,1
42,53866,,3.3,150.21,3,50.07,0.9,1,1
22,136348,,5.5,34384.77,161,213.57,29.3,0,0
38,41053,,4.1,553.3,11,50.3,2.7,1,1
43,52543,,3.9,842.0,10,84.2,2.6,1,1
33,65953,,1.2,578.07,9,64.23,7.5,1,1
73,73100,,4.9,770.88,11,70.08,2.2,2,2
57,91479,,0.7,1693.6,10,169.36,14.3,0,0
38,35566,,1.6,180.12,4,45.03,2.5,1,1
65,44598,,1.0,101.66,2,50.83,2.0,2,2
49,41940,,3.7,546.66,9,60.74,2.4,2,2
21,60851,,4.1,367.44,4,91.86,1.0,1,1
55,61025,,1.2,1075.56,12,89.63,10.0,2,2
75,91206,,1.7,833.58,11,75.78,6.5,2,2
70,104344,,0.7,335.22,3,111.74,4.3,0,0
25,60017,,2.5,429.85,5,85.97,2.0,1,1
26,122702,,2.6,1261.44,12,105.12,4.6,0,0
62,66418,,0.2,59.13,1,59.13,5.0,2,2
34,15000,,0.5,137.25,3,45.75,6.0,1,1
58,69058,,3.7,1438.19,23,62.53,6.2,2,2
30,59953,,5.6,1958.55,33,59.35,5.9,1,1
26,50742,,0.8,65.46,1,65.46,1.2,1,1
23,33520,,0.9,281.5,5,56.3,5.6,1,1
44,103231,,1.4,3582.26,22,162.83,15.7,0,0
59,79076,,1.3,629.4,6,104.9,4.6,2,2
54,46764,,5.2,1186.95,15,79.13,2.9,2,2
56,136215,,3.9,33578.55,135,248.73,34.6,0,0
60,50276,,1.3,187.74,3,62.58,2.3,2,2
41,39674,,1.1,61.8,1,61.8,0.9,1,1
26,60879,,4.4,902.2,10,90.22,2.3,1,1
74,63863,,1.7,713.44,8,89.18,4.7,2,2
59,47384,,5.2,402.36,6,67.06,1.2,2,2
28,42147,,1.9,57.32,1,57.32,0.5,1,1
52,92499,,5.1,9124.35,59,154.65,11.6,0,0
46,73976,,3.9,652.23,9,72.47,2.3,1,1
25,37539,,2.9,883.68,16,55.23,5.5,1,1
34,48013,,1.1,1953.54,18,108.53,16.4,1,1
24,57323,,1.6,69.76,1,69.76,0.6,1,1
29,33218,,1.1,188.28,3,62.76,2.7,1,1
65,71643,,5.8,630.0,10,63.0,1.7,2,2
32,86151,,2.5,1163.26,14,83.09,5.6,1,1
70,148981,,2.8,17015.7,78,218.15,27.9,0,0
46,50916,,5.9,1724.16,32,53.88,5.4,1,1
62,39038,,5.0,411.03,9,45.67,1.8,2,2
67,32609,,2.1,210.4,4,52.6,1.9,2,2
67,54068,,2.0,301.95,5,60.39,2.5,2,2
41,33277,,0.3,67.34,1,67.34,3.3,1,1
54,24171,,4.6,574.75,11,52.25,2.4,2,2
31,27559,,5.9,450.81,9,50.09,1.5,1,1
28,38603,,1.7,279.08,4,69.77,2.4,1,1
52,30755,,0.7,51.96,1,51.96,1.4,2,2
34,187739,,4.7,39131.49,159,246.11,33.8,0,0
72,43797,,3.7,999.05,13,76.85,3.5,2,2
44,68961,,3.3,1837.75,25,73.51,7.6,1,1
61,57078,,2.7,210.68,4,52.67,1.5,2,2
20,127300,,6.3,16721.96,107,156.28,17.0,0,0
72,48982,,1.4,193.41,3,64.47,2.1,2,2
19,159896,,0.3,1356.04,7,193.72,23.3,0,0
21,113537,,1.2,2960.01,19,155.79,15.8,0,0
35,135447,,3.1,18167.8,95,191.24,30.6,0,0
37,73513,,0.2,149.64,2,74.82,10.0,1,1
38,56964,,1.5,554.13,9,61.57,6.0,1,1
31,118128,,1.6,4688.58,26,180.33,16.2,0,0
25,75959,,0.7,494.52,6,82.42,8.6,1,1
19,84031,,3.8,2289.54,22,104.07,5.8,1,1
43,20211,,6.2,342.51,7,48.93,1.1,1,1
36,36527,,4.3,327.15,5,65.43,1.2,1,1
59,54998,,5.7,2886.74,47,61.42,8.2,2,2
45,27433,,3.1,317.05,5,63.41,1.6,1,1
46,40168,,3.0,511.28,7,73.04,2.3,1,1
22,52096,,6.2,1750.65,33,53.05,5.3,1,1
60,80273,,0.1,97.36,1,97.36,10.0,2,2
45,48543,,1.9,310.28,4,77.57,2.1,1,1
58,79909,,1.2,617.4,6,102.9,5.0,2,2
65,50513,,4.1,469.26,9,52.14,2.2,2,2
43,35302,,2.7,284.85,5,56.97,1.9,1,1
22,55328,,0.2,83.51,1,83.51,5.0,1,1
32,35604,,4.1,812.52,12,67.71,2.9,1,1
63,80842,,2.4,850.4,8,106.3,3.3,2,2
26,50264,,5.6,1843.2,32,57.6,5.7,1,1
49,99671,,2.9,7227.01,43,168.07,14.8,0,0
69,36884,,0.6,65.09,1,65.09,1.7,2,2
43,70337,,6.4,1624.14,21,77.34,3.3,1,1
54,38409,,0.5,331.6,5,66.32,10.0,2,2
32,30729,,5.0,753.9,14,53.85,2.8,1,1
58,35294,,4.8,211.32,3,70.44,0.6,2,2
21,57056,,4.0,620.56,8,77.57,2.0,1,1
70,52459,,4.3,307.36,4,76.84,0.9,2,2
70,41631,,1.4,142.72,2,71.36,1.4,2,2
53,82129,,2.2,699.7,10,69.97,4.5,2,2
37,92903,,6.2,1433.44,17,84.32,2.7,0,0
44,34543,,5.9,1083.52,16,67.72,2.7,1,1
38,74179,,2.0,377.76,4,94.44,2.0,1,1
39,21798,,4.4,1510.95,35,43.17,8.0,1,1
24,85698,,0.2,210.38,2,105.19,10.0,1,1
64,33456,,1.0,59.79,1,59.79,1.0,2,2
71,58083,,3.3,1662.0,20,83.1,6.1,2,2
48,34166,,5.8,915.79,17,53.87,2.9,2,2
34,109839,,5.8,1491.84,18,82.88,3.1,0,0
67,15000,,5.9,379.82,7,54.26,1.2,2,2
24,41562,,5.6,225.4,5,45.08,0.9,1,1
36,64120,,2.9,1502.46,18,83.47,6.2,1,1
45,21141,,5.2,1566.72,32,48.96,6.2,1,1
27,75934,,3.3,787.86,9,87.54,2.7,1,1
44,74383,,3.0,2904.08,31,93.68,10.3,1,1
30,63774,,0.6,491.1,6,81.85,10.0,1,1
19,90977,,4.1,2550.4,32,79.7,7.8,1,1
39,48500,,4.0,710.49,11,64.59,2.8,1,1
37,40264,,2.7,422.76,6,70.46,2.2,1,1
60,53747,,2.7,916.41,11,83.31,4.1,2,2
22,90747,,2.4,2837.84,19,149.36,7.9,1,1
23,137712,,2.8,17624.9,97,181.7,34.6,0,0
52,43804,,1.8,329.49,7,47.07,3.9,2,2
18,61784,,3.1,893.28,16,55.83,5.2,1,1
52,49908,,3.6,355.04,7,50.72,1.9,2,2
20,42863,,3.7,1874.08,34,55.12,9.2,1,1
71,91904,,5.8,2045.96,28,73.07,4.8,2,2
53,38895,,2.8,289.12,4,72.28,1.4,2,2
24,140956,,1.2,2977.92,16,186.12,13.3,0,0
46,78032,,5.7,1794.52,28,64.09,4.9,1,1
32,57469,,1.8,734.9,10,73.49,5.6,1,1
28,43049,,3.7,304.6,5,60.92,1.4,1,1
35,31389,,4.6,317.22,6,52.87,1.3,1,1
61,102025,,2.0,8749.44,42,208.32,21.0,0,0
21,132679,,4.4,10467.6,65,161.04,14.8,0,0
41,49942,,0.5,198.04,4,49.51,8.0,1,1
28,68923,,6.4,2012.4,30,67.08,4.7,1,1
23,46979,,4.2,774.0,12,64.5,2.9,1,1
75,47805,,0.5,70.29,1,70.29,2.0,2,2
68,33318,,2.4,128.68,2,64.34,0.8,2,2
75,69036,,2.2,993.48,12,82.79,5.5,2,2
35,60033,,6.3,3355.61,61,55.01,9.7,1,1
32,48462,,6.2,2016.96,33,61.12,5.3,1,1
20,58398,,3.0,1554.8,26,59.8,8.7,1,1
34,69187,,1.5,197.78,2,98.89,1.3,1,1
50,50991,,0.5,407.04,4,101.76,8.0,2,2
51,73021,,0.8,578.62,7,82.66,8.8,2,2
47,57174,,1.7,75.83,1,75.83,0.6,2,2
36,59470,,1.1,209.01,3,69.67,2.7,1,1
26,65441,,6.1,678.24,9,75.36,1.5,1,1
57,37843,,5.8,3507.0,50,70.14,8.6,2,2
61,140116,,2.7,5411.01,33,163.97,12.2,0,0
48,23351,,0.7,53.82,1,53.82,1.4,2,2
44,35423,,2.6,164.64,4,41.16,1.5,1,1
64,39564,,2.3,278.58,6,46.43,2.6,2,2
42,40846,,1.1,215.55,3,71.85,2.7,1,1
72,51492,,5.0,1974.18,26,75.93,5.2,2,2
24,98944,,5.4,12823.58,77,166.54,14.3,0,0
70,119683,,1.9,6775.3,35,193.58,18.4,0,0
65,93100,,4.5,11154.72,68,164.04,15.1,2,2
24,28811,,6.0,460.95,7,65.85,1.2,1,1
37,40939,,5.4,235.65,5,47.13,0.9,1,1
70,61686,,3.6,379.86,6,63.31,1.7,2,2
61,52586,,0.2,51.04,1,51.04,5.0,2,2
66,74982,,3.4,4835.04,42,115.12,12.4,2,2
60,98847,,4.5,5352.4,40,133.81,8.9,0,0
53,15000,,3.1,325.76,8,40.72,2.6,2,2
36,154097,,0.5,2713.41,9,301.49,18.0,0,0
19,74254,,6.0,2753.19,33,83.43,5.5,1,1
51,76671,,6.0,1861.38,27,68.94,4.5,2,2
73,30328,,3.6,563.31,11,51.21,3.1,2,2
34,33531,,2.6,621.3,10,62.13,3.8,1,1
41,30533,,4.3,205.84,4,51.46,0.9,1,1
26,43827,,5.4,656.16,12,54.68,2.2,1,1
71,46074,,0.2,54.0,1,54.0,5.0,2,2
18,81340,,3.6,740.7,10,74.07,2.8,1,1
59,88584,,3.7,1314.9,15,87.66,4.1,2,2
45,42501,,4.7,527.01,11,47.91,2.3,1,1
72,79941,,5.6,3043.6,40,76.09,7.1,2,2
32,186360,,1.9,8849.06,38,232.87,20.0,0,0
38,23659,,0.7,249.0,5,49.8,7.1,1,1
32,46081,,6.2,315.36,4,78.84,0.6,1,1
74,74185,,3.5,1482.0,19,78.0,5.4,2,2
40,62039,,3.8,6379.08,59,108.12,15.5,1,1
70,54466,,6.3,2542.86,34,74.79,5.4,2,2
19,38600,,3.6,1406.78,31,45.38,8.6,1,1
63,104833,,4.9,4077.06,39,104.54,8.0,0,0
53,66292,,2.8,154.44,2,77.22,0.7,2,2
67,61815,,3.2,251.61,3,83.87,0.9,2,2
26,63512,,3.2,2543.7,30,84.79,9.4,1,1
19,47807,,4.6,1025.7,13,78.9,2.8,1,1
19,29064,,4.8,734.58,18,40.81,3.8,1,1
35,68727,,4.5,177.45,3,59.15,0.7,1,1
34,59219,,6.0,429.6,6,71.6,1.0,1,1
58,49996,,4.1,574.6,10,57.46,2.4,2,2
25,109717,,4.2,3196.08,24,133.17,5.7,0,0
51,112554,,0.6,1439.0,10,143.9,16.7,0,0
51,35141,,6.2,759.36,12,63.28,1.9,2,2
22,100145,,1.4,1901.06,14,135.79,10.0,1,1
61,75008,,3.5,1329.24,19,69.96,5.4,2,2
46,126977,,6.4,2430.74,26,93.49,4.1,0,0
45,83661,,0.7,503.64,6,83.94,8.6,0,0
33,29354,,6.4,452.79,9,50.31,1.4,1,1
31,48534,,5.1,552.64,11,50.24,2.2,1,1
69,128569,,3.5,20181.07,91,221.77,26.0,0,0
19,102634,,2.5,939.36,12,78.28,4.8,1,1
73,61372,,4.7,228.0,4,57.0,0.9,2,2
57,48188,,4.8,721.8,12,60.15,2.5,2,2
21,46737,,3.8,1376.13,21,65.53,5.5,1,1
69,33125,,6.2,945.71,17,55.63,2.7,2,2
58,31479,,3.4,551.0,10,55.1,2.9,2,2
69,17562,,4.9,724.23,13,55.71,2.7,2,2
48,52205,,6.4,737.55,15,49.17,2.3,2,2
43,57178,,1.0,133.42,2,66.71,2.0,1,1
44,72233,,3.3,862.18,11,78.38,3.3,1,1
74,56310,,5.3,470.88,8,58.86,1.5,2,2
68,42871,,1.4,178.92,4,44.73,2.9,2,2
51,44624,,0.7,54.33,1,54.33,1.4,2,2
48,56924,,6.1,2104.28,31,67.88,5.1,2,2
65,77436,,1.4,212.2,2,106.1,1.4,2,2
28,60932,,1.0,184.0,2,92.0,2.0,1,1
25,37756,,4.8,865.41,13,66.57,2.7,1,1
29,27749,,4.8,873.39,21,41.59,4.4,1,1
52,104181,,5.8,1856.7,18,103.15,3.1,0,0
62,45082,,4.9,558.0,9,62.0,1.8,2,2
51,94070,,1.8,691.62,6,115.27,3.3,0,0
30,66821,,2.4,2266.56,24,94.44,10.0,1,1
44,63535,,4.9,3183.26,38,83.77,7.8,1,1
25,68028,,3.5,1008.0,12,84.0,3.4,1,1
64,152139,,0.3,1129.44,6,188.24,20.0,0,0
73,111372,,5.8,10787.4,65,165.96,11.2,0,0
38,41456,,6.2,376.95,5,75.39,0.8,1,1
58,71860,,1.5,634.4,8,79.3,5.3,2,2
28,57163,,1.4,263.13,3,87.71,2.1,1,1
39,62796,,3.5,1978.41,21,94.21,6.0,1,1
38,65037,,5.7,321.76,4,80.44,0.7,1,1
45,38040,,3.6,364.62,6,60.77,1.7,1,1
20,127472,,1.0,1617.66,11,147.06,11.0,0,0
24,81992,,0.7,162.0,2,81.0,2.9,1,1
31,73323,,1.5,1659.6,12,138.3,8.0,1,1
32,34760,,4.2,605.28,12,50.44,2.9,1,1
26,32859,,4.4,772.44,12,64.37,2.7,1,1
69,48026,,0.3,59.45,1,59.45,3.3,2,2
60,50512,,6.1,2446.44,29,84.36,4.8,2,2
24,129326,,1.2,4418.19,21,210.39,17.5,0,0
29,59111,,0.2,163.78,2,81.89,10.0,1,1
36,29328,,3.9,347.44,8,43.43,2.1,1,1
44,77467,,5.7,2473.44,24,103.06,4.2,1,1
35,19549,,6.0,1752.02,34,51.53,5.7,1,1
30,24463,,0.8,56.18,1,56.18,1.2,1,1
60,39741,,6.3,1209.0,25,48.36,4.0,2,2
18,74588,,1.8,857.09,13,65.93,7.2,1,1
55,155412,,0.6,3538.92,14,252.78,23.3,0,0
38,48064,,2.1,197.4,3,65.8,1.4,1,1
51,57270,,3.8,1965.44,37,53.12,9.7,2,2
30,95348,,6.3,3826.91,37,103.43,5.9,0,0
62,73417,,3.5,1033.6,17,60.8,4.9,2,2
68,56887,,4.4,1732.12,26,66.62,5.9,2,2
58,60397,,0.3,73.97,1,73.97,3.3,2,2
68,60494,,2.4,461.84,8,57.73,3.3,2,2
40,127119,,4.3,12753.96,69,184.84,16.0,0,0
18,68956,,4.4,1544.75,25,61.79,5.7,1,1
40,66694,,3.5,1669.6,20,83.48,5.7,1,1
74,16486,,2.9,594.88,16,37.18,5.5,2,2
45,42777,,6.3,2863.2,40,71.58,6.3,1,1
49,33132,,5.5,646.8,10,64.68,1.8,2,2
25,34879,,0.7,259.5,6,43.25,8.6,1,1
72,43955,,3.1,127.44,2,63.72,0.6,2,2
43,48547,,1.0,171.57,3,57.19,3.0,1,1
31,62550,,3.0,1574.32,22,71.56,7.3,1,1
41,54623,,4.4,316.35,5,63.27,1.1,1,1
65,35017,,1.8,331.95,5,66.39,2.8,2,2
46,31974,,4.1,1620.81,27,60.03,6.6,1,1
21,56638,,2.6,494.16,8,61.77,3.1,1,1
35,75173,,0.3,467.6,5,93.52,16.7,1,1
31,117895,,2.2,8689.08,38,228.66,17.3,0,0
44,16773,,0.4,39.39,1,39.39,2.5,1,1
58,34149,,4.2,478.0,10,47.8,2.4,2,2
64,75574,,5.7,1283.38,14,91.67,2.5,2,2
20,19231,,2.1,418.4,10,41.84,4.8,1,1
47,32299,,6.5,757.24,11,68.84,1.7,2,2
53,61607,,0.6,87.25,1,87.25,1.7,2,2
40,50059,,1.4,154.86,2,77.43,1.4,1,1
35,43645,,1.7,102.38,2,51.19,1.2,1,1
63,54090,,2.7,582.78,11,52.98,4.1,2,2
64,104206,,5.9,11183.04,66,169.44,11.2,0,0
57,52525,,3.1,290.64,4,72.66,1.3,2,2
27,70364,,3.4,2700.48,32,84.39,9.4,1,1
73,19059,,2.6,333.55,7,47.65,2.7,2,2
29,15401,,6.1,548.24,14,39.16,2.3,1,1
70,49770,,1.4,411.04,8,51.38,5.7,2,2
58,61896,,1.0,59.69,1,59.69,1.0,2,2
25,16643,,6.0,630.15,15,42.01,2.5,1,1
49,141773,,5.1,35672.88,114,312.92,22.4,0,0
34,47469,,3.6,533.25,9,59.25,2.5,1,1
58,48922,,1.0,165.78,3,55.26,3.0,2,2
62,86091,,3.2,5826.16,38,153.32,11.9,2,2
31,124740,,4.3,3075.84,24,128.16,5.6,0,0
54,35036,,0.5,198.36,3,66.12,6.0,2,2
26,59801,,4.1,837.3,10,83.73,2.4,1,1
74,145754,,1.2,7895.34,27,292.42,22.5,0,0
75,61628,,4.4,2888.64,36,80.24,8.2,2,2
43,105363,,4.2,22721.45,107,212.35,25.5,0,0
65,169910,,1.2,5968.2,30,198.94,25.0,0,0
68,68855,,3.5,601.37,7,85.91,2.0,2,2
41,74735,,4.3,1662.98,22,75.59,5.1,1,1
40,70296,,4.7,3584.91,43,83.37,9.1,1,1
48,71936,,5.8,7222.38,62,116.49,10.7,2,2
56,81333,,5.1,17061.0,132,129.25,25.9,2,2
61,140058,,3.5,27751.2,120,231.26,34.3,0,0
75,48054,,3.7,577.4,10,57.74,2.7,2,2
19,68481,,3.2,904.26,14,64.59,4.4,1,1
67,46488,,2.7,497.77,7,71.11,2.6,2,2
35,79581,,2.9,1804.86,18,100.27,6.2,1,1
33,55166,,2.5,200.91,3,66.97,1.2,1,1
46,95687,,3.3,4948.75,37,133.75,11.2,0,0
28,147065,,1.7,15348.32,52,295.16,30.6,0,0
19,58604,,2.1,351.04,4,87.76,1.9,1,1
31,72272,,1.2,474.0,5,94.8,4.2,1,1
21,37216,,0.7,128.94,2,64.47,2.9,1,1
56,70396,,5.0,1888.4,20,94.42,4.0,2,2
51,41301,,4.2,642.33,9,71.37,2.1,2,2
70,50580,,5.9,707.42,14,50.53,2.4,2,2
63,72981,,1.2,62.94,1,62.94,0.8,2,2
56,47012,,1.0,101.48,2,50.74,2.0,2,2
26,72296,,6.3,1144.0,16,71.5,2.5,1,1
57,49838,,4.3,1830.18,33,55.46,7.7,2,2
58,47418,,2.0,812.28,12,67.69,6.0,2,2
24,61657,,2.9,511.91,7,73.13,2.4,1,1
68,43015,,1.8,126.66,2,63.33,1.1,2,2
34,53428,,0.2,79.57,1,79.57,5.0,1,1
75,63568,,4.7,1471.47,21,70.07,4.5,2,2
40,52697,,5.0,652.19,11,59.29,2.2,1,1
62,174385,,4.1,49603.4,140,354.31,34.1,0,0
28,37177,,6.2,2255.75,35,64.45,5.6,1,1
39,15000,,0.1,43.7,1,43.7,10.0,1,1
35,47246,,5.5,803.1,15,53.54,2.7,1,1
66,87878,,2.2,794.75,11,72.25,5.0,2,2
45,50314,,3.8,4751.88,42,113.14,11.1,1,1
33,69928,,4.2,1633.8,20,81.69,4.8,1,1
59,57866,,0.1,84.18,1,84.18,10.0,2,2
21,66902,,6.3,3591.54,54,66.51,8.6,1,1
53,163398,,3.2,15476.0,50,309.52,15.6,0,0
39,57068,,5.3,872.64,16,54.54,3.0,1,1
28,48928,,5.8,1852.2,35,52.92,6.0,1,1
38,98166,,5.4,4627.15,47,98.45,8.7,0,0
74,35625,,1.1,142.76,2,71.38,1.8,2,2
57,85700,,5.2,1109.52,12,92.46,2.3,2,2
58,62797,,4.5,414.6,6,69.1,1.3,2,2
33,47143,,1.3,560.72,8,70.09,6.2,1,1
59,66678,,4.2,1372.32,24,57.18,5.7,2,2
72,59959,,2.0,272.7,5,54.54,2.5,2,2
26,106901,,3.5,9754.12,53,184.04,15.1,0,0
52,64562,,4.3,437.01,7,62.43,1.6,2,2
74,39151,,0.9,199.5,3,66.5,3.3,2,2
51,56742,,4.1,627.77,11,57.07,2.7,2,2
26,34480,,1.4,214.75,5,42.95,3.6,1,1
30,81651,,5.3,3100.02,33,93.94,6.2,1,1
23,54939,,2.5,4001.76,36,111.16,14.4,1,1
21,15000,,0.6,51.24,1,51.24,1.7,1,1
63,68779,,5.3,337.68,4,84.42,0.8,2,2
45,49422,,4.0,149.04,3,49.68,0.8,1,1
28,49849,,4.6,885.06,11,80.46,2.4,1,1
51,96421,,4.8,2751.0,25,110.04,5.2,0,0
75,36832,,3.8,228.25,5,45.65,1.3,2,2
52,53878,,2.6,585.41,7,83.63,2.7,2,2
22,46895,,4.7,715.0,11,65.0,2.3,1,1
74,81068,,6.4,2178.9,30,72.63,4.7,2,2
56,95335,,3.3,6355.11,51,124.61,15.5,0,0
28,68592,,2.7,1788.8,20,89.44,7.4,1,1
29,95058,,4.9,3066.12,34,90.18,6.9,0,0
60,37936,,2.9,171.08,4,42.77,1.4,2,2
36,59228,,5.7,3505.0,50,70.1,8.8,1,1
30,37848,,5.2,272.04,6,45.34,1.2,1,1
21,24460,,5.6,1111.25,25,44.45,4.5,1,1
31,91870,,6.1,2822.8,40,70.57,6.6,1,1
61,62636,,3.7,324.9,6,54.15,1.6,2,2
19,64309,,5.2,2672.28,39,68.52,7.5,1,1
25,90282,,3.1,5969.52,36,165.82,11.6,1,1
39,91304,,4.0,7571.8,68,111.35,17.0,0,0
68,22532,,5.1,275.59,7,39.37,1.4,2,2
30,42430,,0.3,44.38,1,44.38,3.3,1,1
38,98708,,3.6,1876.57,23,81.59,6.4,0,0
38,81060,,4.1,5070.24,42,120.72,10.2,1,1
45,51921,,3.2,925.54,11,84.14,3.4,1,1
50,70634,,2.1,2752.64,22,125.12,10.5,2,2
46,91376,,4.9,2265.56,22,102.98,4.5,0,0
54,62502,,6.3,442.56,8,55.32,1.3,2,2
39,38377,,2.9,124.98,2,62.49,0.7,1,1
75,70531,,4.0,1921.68,24,80.07,6.0,2,2
43,50014,,2.8,258.25,5,51.65,1.8,1,1
28,63266,,1.2,172.7,2,86.35,1.7,1,1
28,61744,,0.8,254.16,4,63.54,5.0,1,1
62,29883,,3.6,484.92,9,53.88,2.5,2,2
51,67061,,4.2,4270.4,34,125.6,8.1,2,2
36,56742,,6.1,1824.32,32,57.01,5.2,1,1
65,68129,,3.6,1406.37,21,66.97,5.8,2,2
75,121505,,3.0,5107.18,26,196.43,8.7,0,0
54,63368,,1.5,2810.28,22,127.74,14.7,2,2
31,42562,,0.5,64.68,1,64.68,2.0,1,1
46,71202,,3.0,3959.34,42,94.27,14.0,1,1
36,70317,,2.5,1349.26,22,61.33,8.8,1,1
54,15445,,0.4,32.15,1,32.15,2.5,2,2
38,102626,,3.5,7005.6,42,166.8,12.0,0,0
41,71587,,4.1,129.94,2,64.97,0.5,1,1
43,114148,,4.9,11974.24,67,178.72,13.7,0,0
58,67763,,3.0,398.44,7,56.92,2.3,2,2
73,53297,,6.0,937.75,11,85.25,1.8,2,2
29,59527,,4.5,940.81,13,72.37,2.9,1,1
65,55710,,6.5,1209.57,23,52.59,3.5,2,2
36,49022,,5.5,616.2,12,51.35,2.2,1,1
64,138718,,4.1,13405.32,69,194.28,16.8,0,0
66,59794,,2.7,1743.25,25,69.73,9.3,2,2
47,99314,,6.4,1344.0,14,96.0,2.2,0,0
32,67158,,1.6,305.9,5,61.18,3.1,1,1
20,71945,,3.4,1533.91,17,90.23,5.0,1,1
66,107789,,2.9,725.16,6,120.86,2.1,0,0
30,39294,,6.0,182.96,4,45.74,0.7,1,1
26,111340,,3.1,2118.6,20,105.93,6.5,0,0
30,85526,,4.9,7961.76,57,139.68,11.6,1,1
33,30436,,4.1,1889.93,29,65.17,7.1,1,1
68,46148,,4.0,664.95,11,60.45,2.8,2,2
31,57010,,0.3,155.72,2,77.86,6.7,1,1
25,110483,,5.0,2191.32,18,121.74,3.6,0,0
71,110748,,3.9,4300.88,37,116.24,9.5,0,0
36,85221,,4.6,8308.16,56,148.36,12.2,1,1
74,24871,,1.7,52.77,1,52.77,0.6,2,2
73,102191,,1.9,9503.3,58,163.85,30.5,0,0
49,94912,,5.7,2348.4,24,97.85,4.2,0,0
52,16095,,3.6,107.91,3,35.97,0.8,2,2
40,68002,,6.4,3014.1,51,59.1,8.0,1,1
38,34721,,0.6,44.15,1,44.15,1.7,1,1
35,79784,,4.1,4738.36,44,107.69,10.7,1,1
65,46501,,6.1,1163.31,17,68.43,2.8,2,2
31,88170,,1.3,909.24,12,75.77,9.2,1,1
33,54752,,3.6,172.8,2,86.4,0.6,1,1
41,70134,,0.7,1113.3,10,111.33,14.3,1,1
66,89127,,5.3,1716.0,20,85.8,3.8,2,2
69,66909,,1.3,831.24,9,92.36,6.9,2,2
49,52854,,1.5,309.52,4,77.38,2.7,2,2
28,57785,,3.3,254.82,3,84.94,0.9,1,1
62,73739,,4.0,849.53,11,77.23,2.8,2,2
28,44649,,5.8,140.25,3,46.75,0.5,1,1
21,62569,,1.8,477.24,6,79.54,3.3,1,1
43,79265,,0.2,62.96,1,62.96,5.0,1,1
