CustomerID,Age,Income,TotalSpend,TotalTransactions,PurchaseFrequency,AverageOrderValue,Tenure,MonthlySpend,LastPurchaseDays,SatisfactionScore
CUST_04128,50,118831.36,19399.35,82,1.3,244.05,4.4,367.41,149,2.4
CUST_04129,39,53760.03,28956.16,267,3.6,107.36,6.7,360.15,50,6.4
CUST_04130,33,136746.67,106872.53,583,8.6,191.42,5.8,,7,10.0
CUST_04131,36,60328.01,13156.32,80,3.6,168.04,1.8,609.09,24,7.4
CUST_04132,39,96985.12,11219.45,83,1.8,132.58,4.0,233.74,37,6.2
CUST_04133,40,32497.19,1039.61,30,1.0,34.42,2.4,36.1,44,6.5
CUST_04134,23,85926.47,7659.62,51,2.0,152.07,2.0,319.15,36,5.1
CUST_04135,37,81169.43,13384.55,149,2.4,91.04,4.6,242.47,37,8.3
CUST_04136,31,108547.53,220238.2,1017,9.9,223.46,8.2,2238.19,9,8.5
CUST_04137,39,37733.48,2353.42,43,0.8,51.3,4.6,42.63,28,7.6
CUST_04138,49,96065.21,15913.09,219,3.1,74.87,5.5,241.11,25,5.3
CUST_04139,20,,528.18,18,0.8,28.48,1.9,23.17,20,6.0
CUST_04140,42,57126.55,18519.66,137,4.7,144.78,2.5,617.32,12,7.1
CUST_04141,55,,21491.42,150,4.3,139.61,3.0,596.98,49,6.9
CUST_04142,51,177368.64,151860.02,417,6.7,353.8,5.4,2343.52,9,7.5
CUST_04143,47,142896.56,69429.45,310,6.8,230.41,3.5,1653.08,2,9.4
CUST_04144,33,20514.23,649.49,25,0.5,26.47,3.9,13.88,34,4.9
CUST_04145,38,85806.46,2744.4,12,0.5,221.6,2.0,114.35,260,3.8
CUST_04146,32,53989.28,12555.98,137,3.6,94.9,3.3,317.07,35,9.3
CUST_04147,41,92830.61,127647.76,710,8.1,177.46,7.2,,1,9.2
CUST_04148,43,56237.5,5878.72,77,2.0,77.93,3.4,144.09,51,8.1
CUST_04149,47,42390.15,618.75,11,0.5,54.77,1.8,28.65,80,6.8
CUST_04150,35,44490.49,29.08,1,0.4,27.54,0.2,12.12,74,5.2
CUST_04151,56,139583.78,366057.85,1309,10.9,288.35,10.1,3020.28,11,8.6
CUST_04152,43,127429.23,105139.68,380,8.0,271.88,3.7,2368.01,2,8.4
CUST_04153,25,39421.03,496.45,14,0.5,34.45,2.4,17.24,31,6.3
CUST_04154,18,68478.93,8946.69,111,3.7,85.73,2.3,324.16,22,7.6
CUST_04155,43,56304.34,32583.6,330,5.7,95.85,4.6,590.28,16,7.3
CUST_04156,31,133531.58,87698.55,497,8.9,174.62,4.5,1624.05,24,7.4
CUST_04157,39,60967.65,1511.27,15,2.7,98.85,0.5,251.88,39,6.8
CUST_04158,22,22973.28,712.61,14,0.6,53.85,2.1,28.28,68,6.5
CUST_04159,45,109428.17,1077.32,5,0.1,210.76,4.0,22.44,185,1.0
CUST_04160,32,99631.83,20358.17,225,4.7,90.98,4.4,385.57,28,8.3
CUST_04161,45,70584.23,10917.65,61,4.4,185.31,1.2,,11,8.7
CUST_04162,40,131663.28,106071.46,374,5.1,277.77,6.0,1473.21,10,8.6
CUST_04163,18,86186.95,34885.64,229,3.9,148.72,4.1,709.06,29,6.4
CUST_04164,36,91014.28,3747.55,28,3.2,134.15,0.7,446.14,39,8.4
CUST_04165,19,88309.27,3038.72,30,1.1,100.2,2.4,105.51,22,7.0
CUST_04166,19,70152.14,17885.55,156,5.2,115.21,2.5,596.18,38,6.9
CUST_04167,52,79279.39,29634.87,314,4.3,,6.2,398.32,45,8.1
CUST_04168,54,150035.16,72784.42,255,7.4,286.67,2.8,2166.2,5,8.9
CUST_04169,29,85296.89,28096.13,177,3.6,153.22,3.8,616.14,40,7.3
CUST_04170,44,136633.58,179027.35,710,10.2,243.29,6.1,2445.73,1,9.0
CUST_04171,43,151508.37,109659.6,540,10.3,208.23,4.3,2125.19,1,8.3
CUST_04172,29,109360.95,7529.31,55,0.5,135.92,8.5,73.82,164,2.3
CUST_04173,18,70786.74,34247.74,210,4.4,162.71,4.4,648.63,44,8.2
CUST_04174,22,96327.39,25550.15,193,2.8,130.45,5.8,367.1,43,8.8
CUST_04175,28,29030.14,314.65,21,1.3,14.96,1.4,18.73,15,7.0
CUST_04176,51,345817.19,182.13,1,0.0,178.27,3.1,4.9,176,2.5
CUST_04177,48,57689.11,9746.47,100,3.9,98.69,2.6,312.39,30,6.5
CUST_04178,21,37833.42,917.07,29,1.0,30.61,2.6,29.39,59,7.9
CUST_04179,20,100288.37,15139.46,111,3.0,138.6,3.7,340.98,5,8.7
CUST_04180,60,88319.59,1442.7,9,4.0,159.38,0.2,601.12,58,5.7
CUST_04181,50,98933.56,10178.93,74,1.7,134.86,3.6,235.62,50,7.0
CUST_04182,18,42854.98,856.04,15,1.1,56.7,1.1,64.85,23,7.0
CUST_04183,27,33554.77,399.97,18,0.6,23.9,2.6,12.82,20,7.4
CUST_04184,33,80549.11,6798.1,52,2.0,129.57,2.6,217.89,39,6.9
CUST_04185,48,115987.89,1421266.25,878,10.1,325.56,7.6,3199.05,17,8.5
CUST_04186,67,75698.81,16993.35,164,3.3,102.7,4.6,307.85,40,6.7
CUST_04187,46,132457.59,34338.73,99,6.5,337.33,1.3,2201.2,4,9.0
CUST_04188,74,57360.84,19369.98,196,5.6,,2.9,556.61,41,9.3
CUST_04189,20,32525.92,222.58,4,0.3,56.83,1.4,13.25,50,4.7
CUST_04190,25,42430.65,610.55,15,0.6,42.91,2.1,24.23,85,5.8
CUST_04191,27,43127.01,752.48,27,1.5,28.91,1.8,34.84,45,4.6
CUST_04192,27,35020.03,179.5,4,0.9,44.78,0.4,37.4,28,5.1
CUST_04193,44,55658.71,24530.33,147,4.3,163.86,2.9,704.89,41,7.0
CUST_04194,24,42286.03,682.45,14,0.4,48.93,3.4,16.73,49,4.7
CUST_04195,36,86874.2,17566.29,152,3.5,120.57,4.1,357.04,42,7.1
CUST_04196,51,123507.95,278368.46,857,9.2,321.95,6.8,3411.38,15,8.6
CUST_04197,56,133432.34,125248.17,563,8.3,222.39,5.5,1897.7,9,8.2
CUST_04198,29,,5898.43,51,2.5,115.1,1.8,273.08,23,8.2
CUST_04199,28,77409.5,34998.01,229,4.9,144.96,4.0,729.13,27,5.8
CUST_04200,48,62199.14,8815.67,66,2.1,130.37,2.9,253.32,25,7.2
CUST_04201,29,36468.48,782.54,27,0.8,29.1,2.8,23.29,18,5.9
CUST_04202,43,122238.18,204077.87,613,9.2,346.71,5.6,3036.87,6,9.5
CUST_04203,33,177451.11,233092.9,701,8.0,319.62,6.9,2815.13,4,8.5
CUST_04204,65,94791.31,4287.19,34,0.5,133.15,5.3,67.41,80,3.8
CUST_04205,54,,74148.27,339,8.5,220.59,3.0,2059.67,45,9.2
CUST_04206,41,86694.7,23431.57,190,4.5,127.93,3.3,591.71,52,6.5
CUST_04207,56,63667.73,8069.15,86,2.8,94.99,2.6,258.63,63,7.8
CUST_04208,43,43627.28,14771.48,136,2.2,108.91,5.8,212.23,24,7.5
CUST_04209,60,115964.44,134787.35,375,7.8,374.2,4.1,2739.58,1,9.0
CUST_04210,26,139737.81,50294.08,316,8.8,171.78,3.0,1397.06,7,9.3
CUST_04211,47,153173.83,120831.31,401,7.2,310.32,4.5,2237.62,1,9.3
CUST_04212,48,67885.33,2389.25,21,2.0,118.59,0.9,221.23,49,8.4
CUST_04213,40,86509.49,43989.99,329,4.4,137.66,6.9,531.28,22,8.3
CUST_04214,43,81759.68,27139.28,256,3.6,106.92,5.8,389.93,18,6.9
CUST_04215,40,76164.29,33409.05,235,4.2,135.96,3.9,713.87,34,6.3
CUST_04216,33,52970.7,1134.43,26,0.8,44.43,2.4,39.39,79,6.6
CUST_04217,58,149652.32,314503.95,862,8.0,370.75,8.2,3196.18,1,9.9
CUST_04218,40,65332.83,36247.83,224,4.8,162.33,4.0,755.16,55,7.5
CUST_04219,22,54575.84,1037.56,24,1.5,42.39,1.4,61.76,39,
CUST_04220,54,63386.21,4914.82,44,2.9,109.85,1.2,341.31,40,7.6
CUST_04221,29,72024.0,21408.16,183,2.1,124.13,6.6,,19,6.7
CUST_04222,51,41499.55,7850.33,163,1.9,49.72,7.3,89.62,35,6.7
CUST_04223,23,40132.04,544.75,11,1.1,47.93,0.9,50.44,30,7.1
CUST_04224,37,47419.86,731.08,14,0.6,53.05,2.0,30.46,66,8.2
CUST_04225,46,71611.7,10231.97,72,3.1,138.12,1.9,448.77,12,6.8
CUST_04226,18,26671.88,517.79,12,0.8,42.24,1.3,33.19,82,7.6
CUST_04227,57,89778.95,9902.38,114,3.4,93.13,2.8,294.71,38,7.0
CUST_04228,24,93779.38,24949.93,209,2.4,125.62,6.6,315.02,24,7.1
CUST_04229,31,62592.55,6348.97,68,1.4,94.31,3.8,,90,5.5
CUST_04230,41,147202.7,123855.44,362,6.0,338.08,5.1,2023.78,19,8.9
CUST_04231,22,,315.51,6,0.6,53.01,0.8,32.87,110,4.2
CUST_04232,42,67234.63,28048.43,257,3.3,109.78,6.0,389.56,23,5.5
CUST_04233,47,77294.68,14486.4,137,2.6,105.63,4.2,287.43,46,8.3
CUST_04234,35,91066.34,6082.82,24,0.6,254.22,2.9,174.79,147,2.4
CUST_04235,41,197657.83,268716.81,899,9.0,299.2,7.9,2834.57,29,8.8
CUST_04236,37,70423.2,5032.68,61,2.6,88.82,1.9,220.73,8,4.9
CUST_04237,42,105473.56,101673.51,557,7.1,184.26,6.8,1246.0,16,8.7
CUST_04238,35,41494.8,2365.9,52,1.6,45.94,3.1,63.6,63,5.1
CUST_04239,28,46872.13,68.47,2,0.6,35.37,0.3,19.02,44,5.3
CUST_04240,59,67528.6,6163.28,82,1.5,76.93,4.2,122.29,48,9.0
CUST_04241,32,32551.87,116.13,3,0.1,40.75,2.6,3.72,38,6.8
CUST_04242,18,62574.36,8789.72,88,2.4,98.74,3.4,215.43,48,7.2
CUST_04243,20,42523.2,737.7,28,1.0,27.29,2.3,26.73,15,4.6
CUST_04244,25,62800.55,10195.16,75,3.3,136.43,2.0,424.8,51,8.1
CUST_04245,27,72883.51,17788.19,120,1.6,150.45,6.3,235.29,20,7.5
CUST_04246,52,109178.09,5856.66,46,0.4,128.03,10.9,44.78,176,3.0
CUST_04247,44,85231.43,16325.86,139,3.6,114.33,3.4,400.14,61,6.8
CUST_04248,38,162018.27,93942.37,356,8.3,269.82,3.6,2174.59,11,10.0
CUST_04249,37,58996.76,30683.87,223,4.0,138.01,4.5,568.22,52,8.3
CUST_04250,53,240733.77,126.46,1,0.0,124.08,6.9,1.53,112,4.2
CUST_04251,32,74043.05,16476.26,366,4.3,44.81,6.3,217.94,45,7.3
CUST_04252,38,131812.44,81979.94,285,4.9,294.67,4.9,1394.22,5,10.0
CUST_04253,52,75298.45,21935.89,203,4.0,113.33,4.4,415.45,43,7.8
CUST_04254,18,73708.0,2597.03,28,3.2,95.14,0.7,309.17,50,7.5
CUST_04255,49,135213.73,91455.52,402,4.3,226.27,7.6,1002.8,5,10.0
CUST_04256,42,34102.57,679.91,15,0.6,45.39,2.3,24.63,112,6.0
CUST_04257,55,132400.15,7522.95,32,0.3,230.68,9.7,64.63,217,5.1
CUST_04258,32,61947.59,13283.02,132,2.9,101.64,3.2,345.91,41,6.6
CUST_04259,56,65930.24,8512.96,59,2.0,147.72,2.4,295.59,15,7.7
CUST_04260,46,28253.37,6216.87,39,2.8,166.84,1.1,470.98,29,6.6
CUST_04261,37,120863.39,74716.3,327,6.2,237.11,4.2,1482.47,4,8.5
CUST_04262,23,26426.41,1877.09,51,1.4,38.0,2.9,53.94,66,4.9
CUST_04263,50,98072.72,14246.22,114,2.7,120.24,3.2,371.0,36,6.6
CUST_04264,43,86072.36,10434.08,169,5.7,64.01,2.1,414.05,22,7.5
CUST_04265,52,,337.9,10,1.1,35.02,0.7,40.23,81,5.7
CUST_04266,27,107233.14,1620.64,12,5.0,138.0,0.2,675.27,23,9.3
CUST_04267,21,87121.66,389.45,5,2.1,75.55,0.2,162.27,23,7.2
CUST_04268,36,89089.73,176971.11,573,7.6,304.54,6.4,2304.31,26,7.6
CUST_04269,32,22086.46,706.39,23,1.2,30.95,1.8,32.7,69,5.0
CUST_04270,35,115732.76,15837.96,84,0.8,197.94,8.3,159.02,62,3.3
CUST_04271,53,52278.39,9957.13,82,1.1,121.91,6.7,123.84,47,8.8
CUST_04272,53,97844.32,2482.55,22,0.3,110.52,6.4,32.32,149,3.8
CUST_04273,55,127855.14,211280.46,660,7.2,308.71,8.5,2071.38,9,10.0
CUST_04274,18,65368.15,1603.2,16,2.7,107.78,0.6,222.67,17,4.1
CUST_04275,40,103296.6,19748.74,131,4.2,155.13,2.9,567.49,6,6.7
CUST_04276,22,59905.84,36276.76,272,3.4,133.66,6.6,458.04,34,5.9
CUST_04277,46,90788.63,15064.42,200,3.7,72.96,4.1,306.19,45,8.7
CUST_04278,42,45048.25,19637.92,169,2.3,121.63,6.4,255.7,49,8.4
CUST_04279,26,142930.43,195215.36,660,10.4,307.52,5.6,2904.99,6,10.0
CUST_04280,63,79189.97,4729.88,59,2.6,81.74,1.9,207.45,19,6.5
CUST_04281,49,143211.56,98674.17,456,4.5,227.15,8.5,967.39,8,8.2
CUST_04282,18,40853.52,2473.19,53,1.2,49.87,3.7,55.7,52,
CUST_04283,37,,31003.93,298,4.4,98.31,5.2,496.86,13,7.0
CUST_04284,42,147114.95,73836.5,312,3.7,239.75,7.2,854.59,1,9.0
CUST_04285,43,63821.49,7193.94,79,2.2,93.39,3.1,193.39,45,8.2
CUST_04286,50,71927.19,6763.23,71,1.9,99.32,3.1,181.81,37,8.4
CUST_04287,18,32305.3,53.81,1,0.3,53.81,0.1,44.84,32,5.9
CUST_04288,50,64979.19,9661.8,63,3.3,156.79,1.3,619.35,49,6.9
CUST_04289,31,89346.05,4789.73,50,4.1,94.08,0.9,443.49,12,5.3
CUST_04290,46,33390.93,299.59,10,0.9,31.13,0.9,27.74,51,5.2
CUST_04291,38,83361.28,3003.04,37,4.6,81.65,0.7,357.5,38,7.1
CUST_04292,36,168382.91,152206.12,479,10.3,320.08,3.9,3252.27,13,8.1
CUST_04293,33,,1222.94,17,2.1,71.18,0.7,145.59,38,9.3
CUST_04294,56,80178.92,4993.02,22,0.4,229.46,4.5,92.46,230,2.6
CUST_04295,56,103558.66,10035.2,100,2.8,99.18,2.9,288.37,35,6.8
CUST_04296,48,,15022.41,110,3.5,136.1,2.5,500.75,67,
CUST_04297,38,83339.84,33750.49,133,4.0,248.72,3.3,852.29,1,8.6
CUST_04298,39,122256.45,172293.4,623,9.3,273.21,6.0,2392.96,6,9.1
CUST_04299,45,96697.54,67656.78,445,4.1,153.73,8.1,696.06,41,7.5
CUST_04300,39,70412.86,14994.51,136,2.7,105.58,4.6,271.64,17,7.7
CUST_04301,35,140843.62,203522.29,637,8.7,326.29,6.5,2609.26,2,
CUST_04302,50,134363.51,5053.54,22,0.4,220.75,4.7,89.6,151,1.5
CUST_04303,35,27115.28,93.12,3,0.1,30.22,2.0,3.88,61,6.5
CUST_04304,23,58632.21,56023.68,440,5.2,125.44,6.7,696.81,54,6.8
CUST_04305,36,39824.53,377.03,11,1.0,34.46,0.9,34.91,74,5.1
CUST_04306,30,140431.4,129704.0,766,9.2,173.43,7.2,1501.2,10,9.0
CUST_04307,27,57120.97,28473.83,311,4.5,91.25,6.1,388.99,25,7.2
CUST_04308,38,57565.11,8471.5,57,1.7,148.17,3.1,227.73,8,5.3
CUST_04309,34,25104.99,641.81,14,0.9,46.1,1.4,38.2,59,8.1
CUST_04310,29,44526.36,2929.64,57,1.8,50.7,2.3,106.15,66,6.6
CUST_04311,34,67936.5,6866.52,39,2.4,171.83,1.2,,16,6.5
CUST_04312,46,103671.0,7228.38,32,0.4,232.27,6.8,88.58,211,4.7
CUST_04313,42,155283.59,46103.52,225,6.1,209.58,3.2,1200.61,4,8.8
CUST_04314,18,28910.48,40.35,1,0.5,40.35,0.1,33.62,76,6.5
CUST_04315,58,131127.45,855.94,4,0.1,212.13,3.7,19.28,184,2.2
CUST_04316,47,185563.36,94764.73,265,7.5,342.33,2.8,2820.38,23,8.6
CUST_04317,19,32802.08,1795.52,33,0.8,56.79,3.8,39.38,75,7.2
CUST_04318,48,149481.2,131050.35,545,6.4,246.66,7.0,1560.12,25,9.1
CUST_04319,29,35317.47,24346.63,237,3.8,107.39,5.4,375.72,21,7.0
CUST_04320,18,73717.58,697.8,8,3.3,88.84,0.2,290.75,32,5.9
CUST_04321,56,77407.48,13469.69,91,3.0,158.18,2.3,488.03,20,6.0
CUST_04322,35,90011.9,6250.64,32,0.3,189.15,9.3,56.01,169,3.2
CUST_04323,39,41570.32,1060.91,21,0.8,,2.4,36.84,45,4.7
CUST_04324,33,89426.24,7067.21,61,2.6,115.22,2.0,294.47,34,6.8
CUST_04325,34,31215.11,2268.38,44,1.0,50.2,3.3,57.28,45,5.6
CUST_04326,28,134416.31,12425.54,53,0.4,228.64,11.0,,165,1.6
CUST_04327,57,133135.19,19987.42,102,6.1,196.34,1.4,1189.73,22,9.1
CUST_04328,58,69269.79,23972.18,106,0.8,235.69,10.1,197.79,201,4.4
CUST_04329,47,175706.95,169596.82,483,8.4,359.3,4.6,3072.41,23,6.4
CUST_04330,30,28230.97,206.45,18,0.4,11.5,3.1,5.55,47,6.3
CUST_04331,42,74107.37,22758.05,119,3.4,195.81,3.2,592.66,38,6.7
CUST_04332,43,134815.1,132114.28,383,5.7,327.94,5.6,1965.99,15,9.1
CUST_04333,43,44612.8,22458.59,138,1.7,161.98,7.6,246.26,44,7.4
CUST_04334,34,111077.41,15171.19,161,3.2,93.94,4.6,274.84,25,
CUST_04335,26,82194.77,18360.71,128,4.2,139.48,2.3,665.24,34,7.8
CUST_04336,51,103441.71,227406.33,701,7.0,321.73,9.0,2105.61,6,10.0
CUST_04337,39,73252.74,22901.03,202,4.4,114.28,3.4,561.3,58,7.4
CUST_04338,28,132871.39,4534.51,22,0.3,197.16,6.7,56.4,146,1.7
CUST_04339,48,65312.06,10389.4,136,6.0,75.41,1.9,455.68,33,4.7
CUST_04340,53,67763.31,7577.29,125,2.3,61.53,5.0,126.29,23,8.7
CUST_04341,44,47753.26,1004.74,7,2.9,142.77,0.2,418.64,23,8.4
CUST_04342,46,183819.21,87639.46,370,7.4,240.69,4.1,1781.29,4,9.7
CUST_04343,41,,1367.98,25,1.0,56.1,1.9,60.0,83,5.2
CUST_04344,18,39704.43,275.32,5,0.4,53.79,0.9,25.49,86,6.3
CUST_04345,23,98838.99,17692.46,190,2.9,94.54,5.4,273.03,36,6.7
CUST_04346,64,66217.07,8443.55,93,4.8,92.93,1.6,439.77,46,7.9
CUST_04347,29,27216.03,303.4,8,0.4,37.72,1.9,13.31,84,8.0
CUST_04348,24,68243.12,7500.34,113,3.5,64.35,2.6,240.4,21,5.3
CUST_04349,18,29716.5,1744.16,48,1.0,38.78,4.0,36.34,98,6.3
CUST_04350,43,64904.63,5218.36,58,1.9,91.97,2.4,181.19,30,7.6
CUST_04351,29,32079.44,388.48,13,1.1,32.03,0.9,35.97,73,3.3
CUST_04352,42,83203.6,19389.92,157,3.0,137.46,4.6,351.27,15,7.1
CUST_04353,35,87546.0,813.26,5,2.1,162.42,0.2,338.86,5,
CUST_04354,40,110603.46,17858.97,66,0.6,281.73,9.1,,137,2.8
CUST_04355,47,65408.54,33123.6,238,4.4,136.05,4.6,600.07,11,6.8
CUST_04356,41,68341.6,12168.13,134,3.5,94.2,3.6,281.67,32,5.9
CUST_04357,32,49099.82,10330.07,123,3.0,82.53,3.7,232.66,61,6.9
CUST_04358,41,62420.5,12914.97,128,3.5,100.03,2.8,384.37,35,8.1
CUST_04359,31,52017.58,6166.79,46,4.6,137.93,0.8,642.37,44,6.7
CUST_04360,31,132942.46,62343.97,330,5.2,191.82,5.3,980.25,1,9.0
CUST_04361,55,,93912.59,397,5.9,235.33,5.1,1534.52,27,8.9
CUST_04362,36,62769.79,19310.47,177,2.8,,5.3,303.62,13,7.5
CUST_04363,23,31185.21,159.38,11,0.9,13.92,1.0,,82,5.7
CUST_04364,32,48776.54,20118.74,134,2.6,149.18,4.3,389.9,42,8.9
CUST_04365,39,88167.34,16164.61,140,2.7,115.62,4.3,313.27,22,9.5
CUST_04366,28,35209.68,1024.06,19,0.5,53.86,2.5,34.14,39,4.2
CUST_04367,43,108017.56,81213.12,682,7.0,120.0,8.6,786.95,3,9.0
CUST_04368,37,77591.26,8673.61,68,2.1,129.37,2.6,278.0,5,7.6
CUST_04369,36,146096.18,149159.25,595,6.1,257.91,7.8,1593.58,1,9.5
CUST_04370,58,116252.81,152996.56,609,8.6,248.35,5.4,2361.06,7,8.2
CUST_04371,47,60614.97,12275.0,86,3.6,146.43,2.0,511.46,29,6.8
CUST_04372,45,71840.25,8318.83,105,1.6,78.82,4.7,147.5,34,7.7
CUST_04373,43,141996.11,123259.25,390,5.0,316.38,6.7,1533.08,16,9.9
CUST_04374,47,74206.34,2475.27,15,3.2,161.9,0.4,515.68,38,6.8
CUST_04375,35,69611.22,13275.66,86,3.2,153.28,2.1,526.81,54,6.4
CUST_04376,53,83417.12,17479.18,218,3.6,82.09,4.6,316.65,28,8.1
CUST_04377,23,56388.37,13805.05,106,2.4,134.72,4.1,280.59,23,7.5
CUST_04378,33,31143.24,428.53,11,0.6,37.78,1.7,,40,5.5
CUST_04379,52,111581.22,71320.39,465,8.5,155.34,4.5,1320.75,4,10.0
CUST_04380,38,108003.03,21297.38,150,2.1,136.27,5.7,311.37,14,8.9
CUST_04381,39,125635.85,226253.55,638,6.4,384.9,7.5,2513.93,20,9.1
CUST_04382,43,93053.36,78125.75,350,3.9,222.01,7.4,879.79,1,8.6
CUST_04383,32,39951.4,10638.95,101,3.2,102.7,2.4,369.41,29,6.7
CUST_04384,38,56291.81,6472.06,89,2.8,72.53,3.1,173.98,32,5.0
CUST_04385,23,37694.91,983.01,24,0.9,40.7,2.5,,80,5.9
CUST_04386,52,40176.86,5565.93,60,1.0,91.2,5.0,92.77,45,7.9
CUST_04387,37,103943.95,10350.95,49,0.8,206.13,4.7,183.53,130,3.7
CUST_04388,50,135120.62,133176.59,843,10.6,155.17,6.8,1632.07,10,9.9
CUST_04389,40,,64001.7,408,7.4,151.29,4.7,,3,9.6
CUST_04390,44,146735.58,33917.84,130,3.0,264.66,3.5,807.57,4,8.0
CUST_04391,56,137190.99,109572.32,377,5.0,276.77,6.4,1426.72,7,8.7
CUST_04392,38,60231.82,6521.86,57,3.9,118.08,1.1,494.08,25,7.0
CUST_04393,39,46519.64,4626.74,36,2.1,124.93,1.4,275.4,58,7.9
CUST_04394,46,114319.24,151783.29,684,6.8,219.31,7.0,,1,9.5
CUST_04395,52,83829.05,11055.32,67,1.0,154.61,5.5,167.5,174,4.6
CUST_04396,20,23665.71,137.42,6,1.1,22.7,0.5,22.9,61,7.6
CUST_04397,37,60332.81,17531.65,139,3.1,123.58,3.7,394.86,59,7.6
CUST_04398,65,151382.55,163686.17,632,12.1,272.51,4.0,3410.13,1,9.0
CUST_04399,34,101890.21,107522.66,521,8.8,201.22,5.0,1792.04,1,9.6
CUST_04400,25,163162.51,105804.36,274,6.7,382.91,4.4,2003.87,30,9.2
CUST_04401,46,75670.74,50065.38,173,6.0,283.14,2.5,1668.85,28,9.8
CUST_04402,56,79515.95,7906.04,45,2.0,180.86,2.3,286.45,21,8.9
CUST_04403,42,102687.46,6288.53,58,1.6,110.07,2.9,180.7,12,10.0
CUST_04404,45,83671.96,14286.71,134,2.5,106.04,4.9,242.97,36,9.3
CUST_04405,35,88971.15,2598.39,19,0.3,137.05,5.2,41.64,60,1.0
CUST_04406,40,34934.25,816.67,22,0.7,36.82,3.0,22.69,105,7.8
CUST_04407,58,109453.19,10335.17,51,0.6,201.65,7.1,121.3,141,4.5
CUST_04408,32,177183.96,257067.07,292,4.9,247.27,4.9,1209.66,4,8.3
CUST_04409,31,61117.29,23238.9,225,3.1,104.03,6.3,307.39,35,8.2
CUST_04410,38,76583.0,11034.8,133,2.1,84.87,5.3,173.5,36,6.4
CUST_04411,42,112429.63,106983.29,383,9.7,257.99,3.8,2346.12,1,7.8
CUST_04412,36,116298.45,49297.01,182,5.6,268.13,2.7,1521.51,7,8.3
CUST_04413,23,29710.77,1067.4,22,1.3,46.09,1.5,59.3,104,4.6
CUST_04414,24,66462.39,8131.13,74,1.1,113.42,5.6,121.0,29,7.9
CUST_04415,43,81286.79,51212.17,314,6.0,163.53,4.4,969.93,47,6.7
CUST_04416,33,89237.03,7502.78,152,2.3,50.03,5.6,111.65,7,8.5
CUST_04417,54,72259.6,40869.29,237,5.0,170.42,4.1,830.68,45,7.2
CUST_04418,40,132962.69,118275.79,432,8.8,272.12,4.0,2464.08,12,8.1
CUST_04419,30,82899.31,16320.07,152,3.2,111.16,3.5,388.57,51,4.6
CUST_04420,47,132744.92,35199.87,285,6.0,121.77,4.0,733.33,16,7.8
CUST_04421,27,145571.12,223450.51,644,8.3,344.21,6.2,3003.37,3,10.0
CUST_04422,59,83688.04,8297.38,55,1.0,149.54,4.1,168.65,181,1.1
CUST_04423,34,80777.26,11815.58,156,3.7,73.21,3.4,289.6,22,7.7
CUST_04424,36,36758.5,266.65,8,0.2,32.41,3.1,7.17,110,7.5
CUST_04425,45,69669.5,14674.35,217,3.6,64.48,5.4,226.46,49,6.2
CUST_04426,47,47760.41,17747.52,229,2.9,76.72,6.4,231.09,24,6.8
CUST_04427,37,91772.18,3305.04,44,1.0,73.11,3.6,76.51,76,7.3
CUST_04428,54,132291.35,89249.84,312,6.5,287.7,3.5,2125.0,25,8.0
CUST_04429,43,131237.52,93369.03,374,5.5,248.22,6.3,1235.04,31,9.5
CUST_04430,39,35239.82,107.14,2,0.1,52.65,1.3,6.87,86,5.2
CUST_04431,30,33186.58,782.78,26,0.5,30.56,4.0,16.31,47,6.2
CUST_04432,38,75001.02,11104.23,115,4.7,96.38,1.9,487.03,52,10.0
CUST_04433,27,77135.77,18265.22,187,5.2,101.58,3.3,461.24,38,7.4
CUST_04434,46,121620.42,9382.82,41,0.6,220.68,6.2,126.11,132,2.9
CUST_04435,50,153784.01,291468.03,1129,11.2,248.74,8.0,3036.13,1,8.9
CUST_04436,53,68256.73,7152.41,89,2.7,83.4,3.3,180.62,22,6.0
CUST_04437,35,84500.34,18541.73,144,3.9,124.44,3.5,441.47,28,8.6
CUST_04438,39,41569.85,907.0,26,0.8,33.9,2.5,30.23,64,7.6
CUST_04439,60,73262.19,189.73,1,0.0,187.93,6.6,2.4,129,3.9
CUST_04440,24,49074.86,6831.54,117,3.2,57.83,2.6,218.96,52,7.0
CUST_04441,30,43820.97,735.75,19,1.5,38.07,1.1,55.74,84,6.4
CUST_04442,36,35608.17,979.33,27,1.7,37.76,1.4,58.29,37,7.7
CUST_04443,34,46151.77,2501.26,27,1.2,86.65,2.0,,61,7.7
CUST_04444,37,63338.52,9077.96,176,4.3,55.17,3.3,229.24,79,6.2
CUST_04445,35,69603.11,12244.77,94,2.5,136.24,3.2,318.87,52,8.3
CUST_04446,48,92034.64,4983.19,30,0.5,160.98,5.6,74.15,168,5.4
CUST_04447,43,152497.99,120610.14,488,9.3,240.53,4.2,2393.06,22,8.6
CUST_04448,28,38327.58,871.91,35,1.0,23.7,3.2,22.71,59,5.3
CUST_04449,25,79468.99,17956.31,223,3.9,80.27,4.5,332.52,37,7.2
CUST_04450,33,36037.81,997.2,20,0.8,51.28,2.0,41.55,43,5.6
CUST_04451,50,59834.16,6471.52,96,3.9,67.28,2.1,256.81,44,6.7
CUST_04452,42,53688.98,18511.21,137,2.0,131.75,5.6,275.46,17,9.2
CUST_04453,29,50606.86,411.48,8,0.7,52.53,1.0,34.29,29,4.9
